,book_name,Ganer,rating,rating_count,pages,price,Author
7000,"David Copperfield - Band 1, UEbersetzt von Gustav Meyrink",Contemporary Fiction,4.12,211,532,210.98,Sir Arthur Conan Doyle
7003,Oliver Twist : in large print,Contemporary Fiction,3.88,363067,622,379.00,Sir Arthur Conan Doyle
7004,Barnaby Rudge : A Tale of the Riots of Eighty (commonly known as Barnaby Rudge) is a historical novel .ILLUSTRATED,Contemporary Fiction,3.82,10213,454,168.10,Sir Arthur Conan Doyle
7006,A Child's History of England . ILLUSTRATED,Contemporary Fiction,3.77,650,258,113.16,Sir Arthur Conan Doyle
7007,A Tale of Two Cities Vol. I,Contemporary Fiction,3.86,897356,44,101.06,Sir Arthur Conan Doyle
7009,Sketches by Boz Illustrated,Adventure Books,3.72,1365,794,160.67,Sir Arthur Conan Doyle
7010,Weihnachtserzählungen,Home,4.07,754429,591,105.47,Sir Arthur Conan Doyle
7011,Dombey and Son (Annotated),"Classic Books & Novels, Historical Romance",3.95,15011,868,125.85,Sir Arthur Conan Doyle
7014,Works . 30 Vols. Some Vols. Have Been Repr. from Stereotype Plates,Home,4.37,612,454,119.40,Sir Arthur Conan Doyle
7017,Le Magasin D'antiquites,Literary Studies: General,3.79,20369,322,102.96,Sir Arthur Conan Doyle
7021,American Notes for General Circulation (Dodo Press),Contemporary Fiction,3.61,946,256,64.43,Sir Arthur Conan Doyle
7022,Der Raritätenladen,Home,3.79,20476,735,70.49,Sir Arthur Conan Doyle
7023,The Personal History Of David Copperfield. With Critical Appreciations...,Home,4.02,221135,908,165.52,Sir Arthur Conan Doyle
7024,Christmas Books ...,"Plays, Playscripts",3.94,1620,440,114.97,Sir Arthur Conan Doyle
7026,Works : Barnaby Rudge,Home,3.82,10213,458,119.50,Sir Arthur Conan Doyle
7032,Bleak House Charles Dickens,Classic Books & Novels,4.01,104643,588,125.90,Sir Arthur Conan Doyle
7037,Oliver Twist (Spanish Edition),Anthologies (non-poetry),3.88,363067,32,55.47,Sir Arthur Conan Doyle
7039,A Child's Dream of a Star (Traditional Chinese) : 01 Paperback B&w,"Language Teaching & Learning Material & Coursework, Sci Fi Books for Kids",3.67,383,24,95.87,Sir Arthur Conan Doyle
7041,The Works of Charles Dickens : Oliver Twist,Contemporary Fiction,3.88,363067,572,162.40,Sir Arthur Conan Doyle
7042,Slechte Tijden,Classic Books & Novels,3.54,63708,236,83.97,Sir Arthur Conan Doyle
7043,The Old Curiosity Shop (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.79,20369,537,105.37,Sir Arthur Conan Doyle
7045,"Great Expectations : Color Illustrated, Formatted for E-Readers","Contemporary Fiction, Classic Books & Novels",3.79,746896,628,131.39,Sir Arthur Conan Doyle
7047,The Haunted House Charles Dickens,Anthologies (non-poetry),3.1,1768,34,73.36,Sir Arthur Conan Doyle
7050,A A Christmas Carol,Classic Books & Novels,4.07,754429,128,125.54,Sir Arthur Conan Doyle
7054,A Christmas Carol. Opowiesc Wigilijna z podrecznym slownikiem angielsko-polskim,"Language Teaching & Learning Material & Coursework, ELT: Learning Material & Coursework, Childrens Fiction",4.07,754429,240,53.33,Sir Arthur Conan Doyle
7056,Grandes Esperanzas (Spanish) Edition,"Anthologies (non-poetry), Literature: History & Criticism, Literary Studies: General, Contemporary Fiction",3.79,746896,308,69.79,Sir Arthur Conan Doyle
7059,Barnaby Rudge : A Tale Of The Riots Of 'Eighty (1901),"Anthologies (non-poetry), Religious Life & Practice",3.82,10213,518,162.43,Sir Arthur Conan Doyle
7060,Joulun-Aatto (1878),"Language Teaching & Learning Material & Coursework, Anthologies (non-poetry)",4.07,754429,102,82.84,Sir Arthur Conan Doyle
7061,Paul Dombey : From Dombey and Son (1898),Anthologies (non-poetry),3.95,15011,134,87.22,Sir Arthur Conan Doyle
7065,"A Tale Of Two Cities, Volume 21",Home,3.86,897356,530,119.62,Sir Arthur Conan Doyle
7069,The Wreck of the Golden Mary : A novel by Charles Dickens (unabridged),"True Stories Of Heroism, Endurance & Survival, Contemporary Fiction, Adventure Books, Boating",3.51,358,28,89.11,Sir Arthur Conan Doyle
7070,"Sketches by Boz, Illustrative of Every-Day Life and Every-Day People. by the Author of the Pickwick Papers.",History Of The Americas,3.72,1365,304,75.72,Sir Arthur Conan Doyle
7072,Great Expectations. by Charles Dickens ... With ... Illustrations. From original Designs by John Mclenan.,"Literary Studies: General, History Of The Americas",3.79,746896,516,91.77,Sir Arthur Conan Doyle
7073,Our Mutual Friend. by Charles Dickens.,History Of The Americas,4.09,28189,344,76.32,Sir Arthur Conan Doyle
7074,"The Works of Charles Dickens : With Introduction, Critical Comments, and Notes ...",Contemporary Fiction,4.37,612,482,119.94,Sir Arthur Conan Doyle
7075,The Works of Charles Dickens : Barnaby Rudge,Contemporary Fiction,3.82,10213,700,173.87,Sir Arthur Conan Doyle
7077,"Bleak House, Volume 1",Contemporary Fiction,4.12,219,334,103.21,Sir Arthur Conan Doyle
7079,David Copperfield (Complete),"Fiction Books, Contemporary Fiction",4.02,221135,778,121.84,Sir Arthur Conan Doyle
7080,The Wreck of the Golden Mary (Esprios Classics),Adventure Books,3.51,358,46,88.49,Sir Arthur Conan Doyle
7081,Great Expectations (Canon Classics Worldview Edition),"Childrens Fiction, Classic Books for Children, Childrens General Story Books",3.79,746896,584,90.03,Sir Arthur Conan Doyle
7082,Barnaby Rudge : A Tale of the Riots of Eighty,"Plays, Playscripts",3.82,10213,476,49.27,Sir Arthur Conan Doyle
7083,Dombey and Son : With Appreciations and Criticisms By G. K. Chesterton,"Contemporary Fiction, Classic Books & Novels, Adventure Books, Historical Adventure",3.95,15011,816,143.03,Sir Arthur Conan Doyle
7084,The Originals a Tale of Two Cities,Classic Books & Novels,3.86,897356,344,41.63,Sir Arthur Conan Doyle
7085,La Declaracion de George Silverman,"Contemporary Fiction, Classic Books & Novels, Teaching Resources & Education",3.35,232,93,82.91,Sir Arthur Conan Doyle
7087,"Our Mutual Friend, Volumes 1-2","Plays, Playscripts",4.09,28189,820,154.34,Sir Arthur Conan Doyle
7088,The Old Curiosity Shop : Illustrated Edition,"Family, Family Issues",3.79,20369,388,62.37,Sir Arthur Conan Doyle
7089,"Mugby Junction : Being The Extra Christmas Number Of All The Year Round, 1866 By Charles Dickens; Andrew Halliday; Charles Collins; Hesba Stretton; Amelia Ann Blanford Edwards","Contemporary Fiction, Classic Books & Novels, Romance, Romance Books, Short Story Books",3.4,344,106,47.89,Sir Arthur Conan Doyle
7091,Hard Times : New special edition,"Contemporary Fiction, Classic Books & Novels, Political & Legal, Adventure Books",3.54,63708,272,100.75,Sir Arthur Conan Doyle
7092,Little Dorrit (Easy Classics),Classic Books for Children,3.54,63708,96,39.93,Sir Arthur Conan Doyle
7095,Um Conto de Natal,Classic Books & Novels,4.07,754429,106,41.37,Sir Arthur Conan Doyle
7096,A Tale of Two Cities (Deluxe Library Binding),"Contemporary Fiction, Adventure Books, Historical Fiction",3.86,897356,344,144.21,Sir Arthur Conan Doyle
7097,David Copperfield : Illustrator,Classic Books & Novels,4.02,221135,482,84.39,Sir Arthur Conan Doyle
7098,David Copperfield : Heinle Reading Library: Illustrated Classics Collection,"Language Teaching & Learning (other Than ELT), ELT Literature & Fiction Readers, Classic Books for Children",4.06,1323,128,70.10,Sir Arthur Conan Doyle
7099,Dombey & Son,"Contemporary Fiction, Classic Books & Novels",3.95,15011,640,379.29,Sir Arthur Conan Doyle
7100,Londoner Skizzen : in Grossdruckschrift,Contemporary Fiction,3.72,1365,326,176.89,Sir Arthur Conan Doyle
7102,David Copperfield (Illustrated),"Contemporary Fiction, Classic Books & Novels, Short Story Books",4.02,221135,416,87.32,Sir Arthur Conan Doyle
7105,Bleak House : A Classic from Dickens,"Contemporary Fiction, Classic Books & Novels, Religious & Spiritual Fiction",4.01,104643,788,109.57,Sir Arthur Conan Doyle
7106,"The Harvard Classics Shelf Of Fiction, Volume 7 : David Copperfield",Home,4.02,221135,520,156.83,Sir Arthur Conan Doyle
7108,Le avventure di Oliver Twist,Classic Books & Novels,3.88,363067,322,71.77,Sir Arthur Conan Doyle
7109,The Story of the Goblins Who Stole a Sexton,"Fiction Books, Contemporary Fiction",3.4,572,28,44.01,Sir Arthur Conan Doyle
7110,Historia de dos Ciudades (Spanish Edition),Historical Fiction,3.86,897356,204,65.55,Sir Arthur Conan Doyle
7111,"David Copperfield, Volume 2",Home,4.26,262,492,119.60,Sir Arthur Conan Doyle
7115,The Writings of Charles Dickens : The Adventures of Oliver Twist,"Literature: History & Criticism, Literary Studies: General",3.88,363067,586,136.56,Sir Arthur Conan Doyle
7116,"The life and adventures of Nicholas Nickleby(1839)by Charles Dickens-illustrated : Hablot Knight Browne (10 July 1815 - 8 July 1882), Well-known by his pen name, Phiz",Contemporary Fiction,3.93,43051,538,127.53,Sir Arthur Conan Doyle
7117,Works : Pickwick Papers,Home,3.84,27788,568,162.35,Sir Arthur Conan Doyle
7123,Dicken's Works Volume 31,Home,4.42,1572,464,119.59,Sir Arthur Conan Doyle
7126,Pickwick papers. French,Contemporary Fiction,3.84,27788,480,181.77,Sir Arthur Conan Doyle
7127,"Oliver Twist, Les Voleurs de Londres. Traduction de la Bedolliere (Ed.1878)","Literature: History & Criticism, Literary Studies: General",3.88,363067,310,92.78,Sir Arthur Conan Doyle
7128,Documentos postúmos del Club Pickwick,"Literary Studies: Classical, Early & Medieval, Classic Books & Novels",3.84,27788,776,90.85,Sir Arthur Conan Doyle
7130,Works . 30 Vols. Some Vols. Have Been Repr. From Stereotype Plates,Home,4.37,612,530,119.62,Sir Arthur Conan Doyle
7131,Eine Geschichte Von Zwei Stadten.,Contemporary Fiction,3.86,897356,468,210.29,Sir Arthur Conan Doyle
7135,THE Life and Adventures of Nicholas Nickleby,"Contemporary Fiction, Classic Books & Novels, Historical Adventure, Historical Romance",3.93,43051,724,166.95,Sir Arthur Conan Doyle
7136,Barnaby Rudge : a tale of the Riots of 'eighty,"Classic Books & Novels, Historical Fiction",3.82,10213,298,75.25,Sir Arthur Conan Doyle
7137,A Child's Dream of a Star (Traditional Chinese) : 03 Tongyong Pinyin Paperback B&w,"Language Teaching & Learning Material & Coursework, Sci Fi Books for Kids",3.67,383,24,101.85,Sir Arthur Conan Doyle
7141,Hard Times (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.54,63708,502,96.66,Sir Arthur Conan Doyle
7143,American Notes for General Circulation (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.61,946,430,91.50,Sir Arthur Conan Doyle
7144,The Uncommercial Traveller (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.58,318,389,88.58,Sir Arthur Conan Doyle
7146,The Pic Nic Papers; Volume 1,Home,3.99,311,346,119.60,Sir Arthur Conan Doyle
7147,"The Posthumous Papers of the Pickwick Club. Collected and Annotated by C. Van Noorden. Together With the Original Announcement of the Work, Dedication of the Original Edition, Prefaces, Addresses and Suppressed Notes, &c., Reprinted From the 'Victoria'...; Vol",Home,3.84,27788,594,102.65,Sir Arthur Conan Doyle
7152,A Tale of Two Cities (English Edition),Anthologies (non-poetry),3.86,897356,268,56.19,Sir Arthur Conan Doyle
7155,David Copperfield (with an Introduction by Edwin Percy Whipple),Classic Books & Novels,4.02,221135,728,104.55,Sir Arthur Conan Doyle
7156,Sketches by Boz : Illustrative of Every-Day Life and Every-Day People (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.72,1365,660,108.89,Sir Arthur Conan Doyle
7158,Les Temps Difficiles: Roman Anglais,"Literature: History & Criticism, Literary Studies: General",3.54,63708,338,97.64,Sir Arthur Conan Doyle
7161,No.1 Branch Line : The Signal-Man,Encyclopaedias & Reference Works,3.66,4160,30,54.98,Sir Arthur Conan Doyle
7162,A Crisma Carol,Anthologies (non-poetry),4.07,754429,70,52.77,Sir Arthur Conan Doyle
7164,Große Erwartungen,Classic Books & Novels,3.79,750661,597,50.55,Sir Arthur Conan Doyle
7165,"Works of Charles Dickens, Riverside Edition : Oliver Twist, Volumes I and II",Classic Books & Novels,3.88,363067,726,143.03,Sir Arthur Conan Doyle
7169,Charles Dickens' Christmas Stories,"Contemporary Fiction, Historical Fiction, Religious & Spiritual Fiction, Short Story Books",3.84,285,576,146.78,Sir Arthur Conan Doyle
7170,Works of Charles Dickens : Little Dorrit,Home,3.99,46271,700,137.16,Sir Arthur Conan Doyle
7172,The Personal History Of David Copperfield,"Plays, Playscripts",4.02,221135,966,171.37,Sir Arthur Conan Doyle
7173,The Old Curiosity Shop...,Classic Books & Novels,3.79,20369,584,109.57,Sir Arthur Conan Doyle
7175,Oliver Twist : Or the Parish Boy's Progress...,Childrens Fiction,3.88,363067,436,114.93,Sir Arthur Conan Doyle
7176,"The Chimes, with Illustr. by C.E. Brock...",Home,3.19,8409,206,92.44,Sir Arthur Conan Doyle
7177,"The Posthumous Papers of the Pickwick Club : In 2 Vol, Volume 2...","Anthologies (non-poetry), History Of The Americas",3.84,27788,438,114.93,Sir Arthur Conan Doyle
7181,"A Christmas carol By : Charles Dickens, illustrated By: Arthur Rackham: Novella",Contemporary Fiction,4.07,754429,74,42.97,Sir Arthur Conan Doyle
7183,A Christmas Carol : Reigate School Special Edition,Classic Books & Novels,4.07,754429,114,58.01,Sir Arthur Conan Doyle
7184,Pictures from Italy Charles Dickens,Anthologies (non-poetry),3.52,644,158,85.36,Sir Arthur Conan Doyle
7185,A Christmas Carol : Dyslexia-Friendly Large Print With Green Pages,Classic Books & Novels,4.07,754429,146,112.99,Sir Arthur Conan Doyle
7186,American Notes (annotated),Guidebooks,3.61,946,290,67.81,Sir Arthur Conan Doyle
7187,Little Dorrit (1857) / NOVEL /,Contemporary Fiction,3.99,46271,548,132.63,Sir Arthur Conan Doyle
7188,Great Expectations Unabridged Large Print Classic Edition,Classic Books & Novels,3.79,746896,634,136.04,Sir Arthur Conan Doyle
7189,Le Cricri du Foyer (The Cricket On The Hearth): Conte Domestique en Trois Cris (Classic Reprint),"Romance, Romance Books",3.45,6778,425,91.16,Sir Arthur Conan Doyle
7190,Ilman Menestyksett,Classic Books & Novels,3.57,429,116,37.51,Sir Arthur Conan Doyle
7191,Casa desolada,"Literary Studies: Classical, Early & Medieval, Classic Books & Novels",4.01,104643,760,128.54,Sir Arthur Conan Doyle
7192,A Christmas Carol : unabridged edition with introduction and commentary,"Childrens Fiction, Childrens General Story Books",4.07,754429,132,79.56,Sir Arthur Conan Doyle
7193,Our Mutual Friend : (with an Introduction by Edwin Percy Whipple),Classic Books & Novels,4.09,28189,706,104.26,Sir Arthur Conan Doyle
7197,A Christmas Carol; The original manuscript,Literary Reference Works,4.07,754429,110,60.20,Sir Arthur Conan Doyle
7198,"Hard Times. : a New Novel,",Anthologies (non-poetry),3.54,63708,124,116.84,Sir Arthur Conan Doyle
7201,Charles Dickens: Little Dorrit,Classic Books for Children,3.99,46271,96,37.04,Sir Arthur Conan Doyle
7202,Mugby Junction (Esprios Classics),"Contemporary Fiction, Adventure Books",3.4,344,60,88.38,Sir Arthur Conan Doyle
7203,A Christmas carol in prose : being a ghost story of Christmas,"Religious & Spiritual Fiction, Christian Life & Practice",4.07,754429,196,57.11,Sir Arthur Conan Doyle
7204,Martin Chuzzlewit by Charles Dickens : Hardcover Book,"Contemporary Fiction, Classic Books & Novels",3.83,15743,976,415.85,Sir Arthur Conan Doyle
7206,American Notes For General Circulation,"Anthologies (non-poetry), History Of The Americas, Religious Life & Practice, Guidebooks, Travel Writing",3.61,946,236,164.27,Sir Arthur Conan Doyle
7209,The Works of Charles Dickens : Sketches by Boz,Home,3.72,1365,680,136.75,Sir Arthur Conan Doyle
7210,The Chimes : A Goblin Story of Some Bells That Rang an Old Year Out and a New Year in,Home,3.19,8409,198,67.48,Sir Arthur Conan Doyle
7215,Barnaby Rudge. by Charles Dickens. (Boz.) With ... Illustrations From Designs by George Cattermole and H. K. Browne. Vol. 1.,History Of The Americas,3.82,10213,372,83.51,Sir Arthur Conan Doyle
7216,David Copperfield. by Charles Dickens. (Boz.) with ... Illustrations from Designs by H. K. Browne.,History Of The Americas,4.02,221135,508,91.85,Sir Arthur Conan Doyle
7223,El perezoso viaje de dos aprendices ociosos,"Literary Studies: Classical, Early & Medieval, Contemporary Fiction, Classic Books & Novels, People & Places",3.42,323,179,60.19,Sir Arthur Conan Doyle
7226,A Christmas Carol (Illustrated by C. E. Brock),Classic Books & Novels,4.07,754429,98,111.40,Sir Arthur Conan Doyle
7227,A Christmas Carol (Stetzel Edition),Childrens Fiction,4.07,754429,222,178.39,Sir Arthur Conan Doyle
7228,The Cricket on the Hearth - A Fairy Tale of Home : in large print,Contemporary Fiction,3.45,6778,134,188.23,Sir Arthur Conan Doyle
7229,El cantico de Navidad,Contemporary Fiction,4.07,754429,108,65.92,Sir Arthur Conan Doyle
7232,Le Marchand d'Antiquites,"Literature: History & Criticism, Literary Studies: General",3.79,20369,312,92.83,Sir Arthur Conan Doyle
7233,"Mugby Junction : ""family Not Only Need to Consist of Merely Those Whom We Share Blood, But Also for Those Whom We'd Give Blood.""","Contemporary Fiction, Classic Books & Novels, Short Story Books",3.4,344,44,55.48,Sir Arthur Conan Doyle
7234,Canción de Navidad ; El árbol de Navidad,"Childrens Literature Studies: General, Childrens Fiction",4.07,754429,192,270.88,Sir Arthur Conan Doyle
7236,"Oliver Twist, Volumes 1-2...",Home,3.88,363067,672,136.60,Sir Arthur Conan Doyle
7238,"A Tale of Two Cities, with Illustr. by J. Jellicoe","Graphic Novels: Literary & Memoirs, Graphic Novels: Literary & Memoirs",3.86,897356,442,115.02,Sir Arthur Conan Doyle
7240,The Life and Adventures of Nicholas Nickleby...,"Plays, Playscripts, Anthologies (non-poetry)",3.93,43051,412,112.99,Sir Arthur Conan Doyle
7242,The Works of Charles Dickens ... : Nicholas Nickleby...,Home,3.93,43051,542,102.78,Sir Arthur Conan Doyle
7246,"The Battle of Life. [2 Issues, the 2nd with a Final Leaf of Bookseller's Advertisements]....",Home,3.2,1241,194,88.02,Sir Arthur Conan Doyle
7253,L'abime : Roman...,Anthologies (non-poetry),3.57,429,230,92.88,Sir Arthur Conan Doyle
7254,"Works Of Charles Dickens, Volume 1",Contemporary Fiction,3.99,311,510,156.69,Sir Arthur Conan Doyle
7257,Der Weihnachtsabend Eine Geistergeschichte,Contemporary Fiction,4.07,754429,100,80.49,Sir Arthur Conan Doyle
7258,Works Volume 29,Home,4.37,612,596,109.57,Sir Arthur Conan Doyle
7259,Paul Dombey : From Dombey & Son,Literary Studies: General,3.95,15011,136,82.76,Sir Arthur Conan Doyle
7264,El casalot,"Literary Studies: General, Contemporary Fiction, Classic Books & Novels",4.01,104643,672,259.97,Sir Arthur Conan Doyle
7265,A Tale of Two Cities The Complete & Unabridged Classic Edition,Classic Books & Novels,3.86,897356,278,85.17,Sir Arthur Conan Doyle
7271,De avonturen van Oliver Twist,Classic Books & Novels,3.88,363067,310,81.18,Sir Arthur Conan Doyle
7272,The Cricket on the Hearth (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.45,6778,140,64.91,Sir Arthur Conan Doyle
7273,"Nicholas Nickleby, Vol. 2 (Classic Reprint)","Childrens Fiction, Childrens General Story Books",3.93,43051,318,83.19,Sir Arthur Conan Doyle
7274,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Anthologies (non-poetry), Contemporary Fiction, Horror, Religious & Spiritual Fiction",4.07,754429,90,44.38,Sir Arthur Conan Doyle
7279,Bleak House (1852) / NOVEL /,Contemporary Fiction,4.01,104643,570,136.51,Sir Arthur Conan Doyle
7280,Le Myst re d'Edwin Drood,Classic Books & Novels,3.67,11681,320,79.60,Sir Arthur Conan Doyle
7282,Da leggersi all'imbrunire. Racconti di fantasmi,Home,3.71,2706,338,70.32,Sir Arthur Conan Doyle
7285,The Mystery of Edwin Drood : Illustrated Edition,Classic Books & Novels,3.67,11681,188,60.70,Sir Arthur Conan Doyle
7291,Works : Bleak House,Home,4.01,104643,626,167.96,Sir Arthur Conan Doyle
7294,Holiday Romance : In Four Parts,"Classic Books & Novels, Romance, Romance Books",3.33,203,36,49.74,Sir Arthur Conan Doyle
7297,Oliver Twist - Classici Ragazzi,Home,3.88,363067,528,72.09,Sir Arthur Conan Doyle
7298,A Christmas Carol : Christmas Classic,"Contemporary Fiction, Classic Books & Novels",4.07,754429,60,34.52,Sir Arthur Conan Doyle
7299,Die Geschichte von zwei Stadten,Contemporary Fiction,3.86,897356,410,156.52,Sir Arthur Conan Doyle
7300,A Christmas Carol (Deluxe Library Binding) (Illustrated),"Fiction Books, Contemporary Fiction, Adventure Books, Fantasy, Fantasy Books",4.07,754429,108,116.59,Sir Arthur Conan Doyle
7302,"Le Grillon Du Foyer, Histoire Fantastique d'Un Interieur Domestique",Contemporary Fiction,3.45,6778,149,74.02,Sir Arthur Conan Doyle
7304,Master Humphrey's Clock Charles Dickens,Anthologies (non-poetry),3.58,344,108,76.22,Sir Arthur Conan Doyle
7306,"Barnaby Rudge: A Tale of the Riots of ""Eighty"" (Classic Reprint)","Childrens Fiction, Childrens General Story Books",3.82,10213,622,140.10,Sir Arthur Conan Doyle
7308,Barnaby Rudge - A Tale of the Riots of 'eighty (1841). : Historical Novel,Contemporary Fiction,3.82,10213,422,110.46,Sir Arthur Conan Doyle
7309,Great Expectations : Large Print,"Contemporary Fiction, Classic Books & Novels, Adventure Books, Sagas, Classic Books for Children",3.79,746896,284,44.86,Sir Arthur Conan Doyle
7312,The Cricket on the Hearth: : A Fairy Tale of Home,Classic Books & Novels,3.45,6778,92,54.39,Sir Arthur Conan Doyle
7314,Opowiesc o dwoch miastach wersja angielska z podrecznym slownikiem,"Language Teaching & Learning Material & Coursework, ELT: Learning Material & Coursework, Contemporary Fiction, Political & Legal, Westerns, Historical Fiction",3.86,897356,200,127.59,Sir Arthur Conan Doyle
7316,A Message From the Sea: The Extra Christmas Number of All the Year Round (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.27,258,55,98.07,Sir Arthur Conan Doyle
7319,To Be Read at Dusk Charles Dickens,Anthologies (non-poetry),3.39,1354,28,72.97,Sir Arthur Conan Doyle
7324,Barnaby Rudge ... with Eleven Illustrations by D. H. Friston.,General & World History,3.82,10213,204,92.40,Sir Arthur Conan Doyle
7326,The Adventures of Oliver Twist. [With Plates.],Anthologies (non-poetry),3.88,363067,330,103.11,Sir Arthur Conan Doyle
7327,Sketches by Boz : Illustrative of Every-Day Life and Every-Day People V1 (Large Print Edition),Anthologies (non-poetry),3.72,1365,488,266.04,Sir Arthur Conan Doyle
7330,[Dickens' works],Anthologies (non-poetry),4.42,1572,860,159.86,Sir Arthur Conan Doyle
7334,Oliver Twist. Lektüre mit 2 CDs,Language Readers,3.88,363067,72,76.42,Sir Arthur Conan Doyle
7335,The Haunted House (Fantasy and Horror Classics),"Classic Books & Novels, Horror, Classic Horror, Short Story Books",3.1,1768,54,62.73,Sir Arthur Conan Doyle
7336,The Cricket On The Hearth. A Fairy Tale Of Home,"Contemporary Fiction, Classic Books & Novels, Myth & Legend Told As Fiction, Short Story Books",3.45,6778,182,95.79,Sir Arthur Conan Doyle
7337,"The Complete Works of Charles Dickens (in 30 Volumes, Illustrated) : A Christmas Carol and Other Christmas Books","Anthologies (non-poetry), Bibliographies, Catalogues, Discographies",3.94,1620,440,88.10,Sir Arthur Conan Doyle
7338,"The Complete Works of Charles Dickens (in 30 Volumes, Illustrated) : David Copperfield, Vol. I","Anthologies (non-poetry), Bibliographies, Catalogues, Discographies",4.12,211,462,168.76,Sir Arthur Conan Doyle
7339,"The Complete Works of Charles Dickens (in 30 Volumes, Illustrated) : Great Expectations",Anthologies (non-poetry),3.78,706511,484,100.32,Sir Arthur Conan Doyle
7341,The Holly-Tree (Dodo Press),Contemporary Fiction,3.26,375,56,36.25,Sir Arthur Conan Doyle
7348,The Wreck Of The Golden Mary,"Contemporary Fiction, Classic Books & Novels, Adventure Books",3.51,358,48,81.66,Sir Arthur Conan Doyle
7349,Our Mutual Friend. by Charles Dickens (Boz.) with Forty-One Illustrations. from Designs by Marcus Stone.,History Of The Americas,4.09,28189,516,91.77,Sir Arthur Conan Doyle
7352,The Old Curiosity Shop (Dodo Press),Contemporary Fiction,3.79,20369,600,95.75,Sir Arthur Conan Doyle
7354,The Serialisation of Great Expectations : From 'All the Year Round' (December 1860-August 1861),"Literature: History & Criticism, Literary Studies: General, Literary Studies: C 1800 To C 1900",3.79,746896,220,116.43,Sir Arthur Conan Doyle
7355,CANCION DE NAVIDAD / COL. LA LITERATURA PARA LOS JOVENES,"Literary Studies: General, Literary Studies: Classical, Early & Medieval, Classic Books & Novels",4.07,766455,160,54.48,Sir Arthur Conan Doyle
7356,Barnaby Rudge: A Tale of the Riots of Eighty (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.82,10213,605,89.23,Sir Arthur Conan Doyle
7359,"Our Mutual Friend, Vol. 1 (Classic Reprint)","Childrens Fiction, Childrens General Story Books",4.09,28189,485,74.23,Sir Arthur Conan Doyle
7361,Sketches by Boz : Parts One and Two (Classic Reprint),"Childrens Fiction, Childrens General Story Books",4.02,259,940,129.18,Sir Arthur Conan Doyle
7363,"The Personal History of David Copperfield, Vol. 1 (Classic Reprint)","Contemporary Fiction, Classic Books & Novels, Childrens Fiction, Childrens General Story Books",4.12,211,564,101.18,Sir Arthur Conan Doyle
7365,A Christmas Tree...,Home,2.94,628,50,77.01,Sir Arthur Conan Doyle
7366,Aventuras de Pickwick,"Classic Books & Novels, People & Places",3.84,27907,912,166.21,Sir Arthur Conan Doyle
7370,Barnabe Rudge.,"Biography: Historical, Political & Military",3.82,10213,392,184.13,Sir Arthur Conan Doyle
7371,Hard Times : (Starbooks Classics Editions),Contemporary Fiction,3.54,63708,280,68.41,Sir Arthur Conan Doyle
7372,Les Grandes esperances,Anthologies (non-poetry),3.79,746896,558,55.47,Sir Arthur Conan Doyle
7375,Works of Charles Dickens : Martin Chuzzlewit,Home,3.83,15743,668,173.37,Sir Arthur Conan Doyle
7380,Cuento de Navidad : spanish,"Horror, Horror, Classic Horror",4.07,754429,70,74.45,Sir Arthur Conan Doyle
7383,Works : Dombey and Son,Home,3.95,15011,640,109.57,Sir Arthur Conan Doyle
7384,A Christmas Carol : Annotation-Friendly Edition for Schools (KS3/KS4/GCSE),"Fiction Books, Contemporary Fiction, Classic Books & Novels",4.07,754429,148,77.75,Sir Arthur Conan Doyle
7385,The Wreck of the Golden Mary Charles Dickens,Anthologies (non-poetry),3.51,358,28,73.07,Sir Arthur Conan Doyle
7386,Martin Chuzzlewit (1844) / NOVEL /,Contemporary Fiction,3.83,15743,558,135.74,Sir Arthur Conan Doyle
7387,The Works Of Charles Dickens ... : Pickwick Papers,Home,3.84,27788,550,121.92,Sir Arthur Conan Doyle
7388,Personal History of David Copperfield (1850),Contemporary Fiction,4.02,221135,594,141.63,Sir Arthur Conan Doyle
7389,"The Posthumous Papers of the Pickwick Club, v. 2(of 2)",Anthologies (non-poetry),3.84,27788,536,105.96,Sir Arthur Conan Doyle
7391,Oliver Twist : Unabridged edition,Classic Books & Novels,3.88,363067,390,85.96,Sir Arthur Conan Doyle
7394,The Works of Charles Dickens : Bleak House,Home,4.01,104643,588,162.64,Sir Arthur Conan Doyle
7396,The Cricket on the Hearth...,Home,3.45,6778,148,60.70,Sir Arthur Conan Doyle
7398,Le grillon du foyer,Traditional,3.45,6778,142,66.37,Sir Arthur Conan Doyle
7399,A Child\'s History of England,Home,3.77,650,384,209.09,Sir Arthur Conan Doyle
7402,Le magasin d' antiquite.,Short Story Books,3.79,20369,338,158.74,Sir Arthur Conan Doyle
7405,The Uncommercial Timeless Traveller,Funny Books & Stories,3.58,318,542,112.92,Sir Arthur Conan Doyle
